Player Name,Team,World,Vehicle Type,Companion,Kart Racing Rank,Platforming Rank,Boss Battle Rank,Power-Ups Used,Kart Role,Team Points,Lives Lost,Participation in Battle Mode,Mushroom Cup Participation,Power-Ups Owned,Coins Spent in Toad Town,Levels Completed,Times Hit by Enemies,Primary Game
Wario,Dino Buddies,Mushroom Kingdom,Pipe Frame,Goomba,,B,C,11,Blocker,-30.0,0.0,Yes,Yes,"Green Shell, Fire Flower",479,46,3.0,Mario Party Superstars
Peach,Green Caps,                           Yoshi's Island                  ,Mach 8,Goomba,,C,C,26,Driver,51.0,1.08768,Yes,Yes,Super Mushroom,4,49,2.0,Mario Kart 8 Deluxe
Toad,Dino Buddies,Star World,         Scooter         ,Luma,C,A,D,13,Drifter,-53.0,2.0,Yes,No,Fire Flower,345,97,8.0,Mario Tennis Aces
,KOOPA CLAN,                           Toad Town         ,Mach 8,yOSHI,S,B,C,15,Speedster,136.0,3.0,No,No,"Super Mushroom, 1-Up Mushroom, Banana Peel",314,43,4.0,Super Mario Odyssey
Toad,SARASALAND STARS,Toad Town,Pipe Frame,pOLTERPUP,,A,C,26,Item Specialist,67.938,0.0,Yes,No,"Banana Peel, 1-Up Mushroom",263,92,6.0,Super Mario Odyssey
,Tricksters,Mushroom Kingdom,Pipe Frame,Koopa Troopa,A,B,D,15,Driver,3.0,2.0,No,No,"Super Mushroom, 1-Up Mushroom, Super Star",155,56,1.0,Super Mario Bros.
Rosalina,KOOPA CLAN,         Yoshi's Island         ,                  Circuit Special                           ,Luma,,S,B,10,Driver,78.0,1.0,Yes,,"Super Star, Super Mushroom, Green Shell",215,76,9.0,Super Mario Bros.
Daisy,Dino Buddies,Donut Plains,Scooter,lUMA,D,B,A,22,Speedster,-88.8848,4.0,Yes,No,"Super Star, Red Shell, Green Shell",266,83,9.0,Super Mario Bros.
,Dino Buddies,Koopa Kingdom,                  Mach 8                           ,sHY gUY,C,B,A,10,Drifter,123.0,5.0,No,Yes,"1-Up Mushroom, Green Shell",216,83,10.0,Super Mario World
Daisy,Dino Buddies,Koopa Kingdom,Biddybuggy,sHY gUY,B,B,C,9,Item Specialist,36.0,1.0,Yes,Yes,Super Star,409,99,4.0,Mario Strikers
,MUSHROOM ROYALTY,Donut Plains,Biddybuggy,Goomba,,A,D,11,Item Specialist,148.0,5.0,No,,Super Star,406,25,6.0,Super Mario Bros.
Yoshi,Tricksters,Koopa Kingdom,                  Standard Kart         ,Goomba,A,A,S,8,Speedster,173.0,2.0,No,Yes,"Banana Peel, Fire Flower, Super Mushroom",81,85,3.0,                  Mario Party Superstars                           
Bowser,Sarasaland Stars,Yoshi's Island,Standard Kart,yOSHI,A,S,C,6,Blocker,85.0,2.96866,No,No,"Super Mushroom, Banana Peel",225,56,6.0,Mario Kart 8 Deluxe
Yoshi,Red Caps,Yoshi's Island,Standard Kart,sHY gUY,,D,S,15,Drif&ter,60.0,3.0,Yes,Yes,Super Star,276,32,7.0,Mario Tennis Aces
Mario,Sarasaland Stars,Mushroom Kingdom,         Comet Bike         ,Koopa Troopa,C,D,B,8,Blocker,92.0,0.0,No,No,Super Star,440,91,3.0,Mario Strikers
Bowser Jr.,Koopa Clan,Koopa Kingdom,Circuit Special,kOOPA tROOPA,,D,C,15,Item Specialist,85.0,1.0,No,Yes,"1-Up Mushroom, Red Shell",442,63,0.0,Mario Kart 8 Deluxe
Luigi,MUSHROOM ROYALTY,Yoshi's Island,                           Mach 8                  ,Yoshi,,A,A,23,Blocker,-3.0,4.0,No,,1-Up Mushroom,471,29,3.0,Super Mario Bros.
Toadette,Koopa Clan,                           Mushroom Kingdom                           ,Circuit Special,Polterpup,C,D,A,22,Speedster,75.0,2.095432,Yes,Yes,"Red Shell, Fire Flower, Green Shell",437,74,4.0,Mario Party Superstars
,Green Caps,Star World,Circuit Special,tOAD,A,D,C,17,Drifter,74.0,1.0,No,,"1-Up Mushroom, Super Mushroom",420,69,0.0,                           Mario Party Superstars                  
Peach,Sarasaland Stars,Koopa Kingdom,Mach 8,Goomba,D,B,C,8,Driver,128.0,3.0,No,No,"Red Shell, Banana Peel, Super Mushroom",431,83,3.0,                           Super Mario Odyssey         
Toad,Koopa Clan,         Donut Plains                  ,Pipe Frame,kOOPA tROOPA,B,C,B,25,Driver,10.0,4.0,No,Yes,"Banana Peel, 1-Up Mushroom, Super Mushroom",113,43,1.0,Mario Tennis Aces
Daisy,Dino Buddies,         Toad Town         ,         Comet Bike         ,Luma,S,S,C,25,Blocker,-4.769,3.0,No,No,Fire Flower,175,65,8.0,Super Mario World
,Sarasaland Stars,Mushroom Kingdom,Standard Kart,kOOPA tROOPA,,B,D,14,Item Special|ist,103.0,1.559277,No,Yes,"1-Up Mushroom, Green Shell, Super Mushroom",322,49,0.0,Mario Strikers
Luigi,DINO BUDDIES,                  Donut Plains         ,Mach 8,Yoshi,D,C,A,18,Driver,151.83633,5.69635,Yes,Yes,Green Shell,291,90,10.0,                  Mario Party Superstars                  
Luigi,GREEN CAPS,Toad Town,Mach 8,Goomba,B,A,B,14,Item Specialist,158.0,3.0,No,Yes,"Super Mushroom, Green Shell",213,52,6.0,Mario Tennis Aces
Peach,Toad Brigade,Koopa Kingdom,Comet Bike,tOAD,D,B,A,10,Driver,10.0,2.0,No,,"Green Shell, Red Shell",427,48,4.0,         Mario Strikers                  
,RED CAPS,dONUT pLAINS,         Comet Bike                  ,yOSHI,C,A,A,29,Drifter,-31.0,5.0,Yes,Yes,"Red Shell, Green Shell, Banana Peel",434,43,0.0,Super Mario Odyssey
Daisy,Koopa Clan,Koopa Kingdom,Circuit Special,lUMA,S,S,B,17,Item Specialist,-26.0,3.0,Yes,Yes,"Banana Peel, Fire Flower",477,42,6.0,Super Mario Odyssey
,Toad Brigade,Yoshi's Island,Circuit Special,gOOMBA,B,C,C,13,Speedster,135.0,3.0,Yes,No,"Super Star, Super Mushroom, Banana Peel",95,70,8.0,Mario Strikers
Luigi,Red Caps,         Koopa Kingdom                  ,Comet Bike,Toad,D,S,C,30,Speedster,54.0,2.09064,Yes,No,Fire Flower,34,32,0.0,                  Super Mario Odyssey         
Mario,Koopa Clan,         Donut Plains                           ,Standard Kart,pOLTERPUP,,D,S,5,Driver,162.0,2.0,Yes,No,Green Shell,364,71,0.0,Super Mario World
Luigi,Koopa Clan,Yoshi's Island,Pipe Frame,lUMA,B,D,S,16,Blocker,167.27,3.0,No,No,Red Shell,387,46,1.0,Super Mario Bros.
Peach,MUSHROOM ROYALTY,Yoshi's Island,Standard Kart,yOSHI,C,C,S,8,S/peedster,35.0,0.0,No,,"Super Mushroom, 1-Up Mushroom",78,29,5.0,Mario Strikers
Bowser,RED CAPS,sTAR wORLD,Scooter,Shy Guy,,C,A,27,Drifter,-52.0,3.0,No,No,"Banana Peel, 1-Up Mushroom, Super Mushroom",481,37,7.0,Mario Kart 8 Deluxe
Waluigi,Green Caps,Mushroom Kingdom,Circuit Special,Koopa Troopa,D,C,C,14,Speedster|,-31.0,2.0,Yes,Yes,"Super Star, Fire Flower, Super Mushroom",273,65,3.0,Super Mario Odyssey
Yoshi,Dino Buddies,Koopa Kingdom,Biddybuggy,kOOPA tROOPA,,A,A,13,Drifter,145.0,2.8,No,Yes,"1-Up Mushroom, Fire Flower, Super Mushroom",290,39,6.0,Mario Strikers
Mario,Koopa Clan,Toad Town,                           Mach 8                           ,Goomba,C,D,S,30,Drifter,5.0,3.0,No,Yes,Banana Peel,178,87,6.0,Mario Tennis Aces
Toad,RED CAPS,Toad Town,Mach 8,gOOMBA,C,D,S,11,Dri%fter,72.0,1.0,No,Yes,"1-Up Mushroom, Banana Peel, Super Mushroom",128,37,9.0,Mario Party Superstars
,Sarasaland Stars,Yoshi's Island,Standard Kart,kOOPA tROOPA,,D,A,26,Speedster,-23.0,2.0,No,,"Super Mushroom, Red Shell",59,82,7.0,Mario Party Superstars
,Green Caps,         Mushroom Kingdom         ,Standard Kart,Polterpup,S,A,A,13,Item Specialist,41.0,1.0,No,No,Fire Flower,197,94,8.0,Super Mario Odyssey
Toadette,Mushroom Royalty,Donut Plains,Mach 8,Polterpup,B,A,B,19,Item Specialist,15.0,1.0,No,No,Red Shell,393,92,4.0,         Super Mario Bros.                  
Bowser Jr.,Toad Brigade,Mushroom Kingdom,                  Mach 8                  ,pOLTERPUP,A,B,C,7,Drifter,122.0,3.0,No,,"1-Up Mushroom, Banana Peel",224,93,1.0,Super Mario Odyssey
Peach,TRICKSTERS,Toad Town,Mach 8,kOOPA tROOPA,,D,D,19,Speedster,183.8,5.89,No,No,"1-Up Mushroom, Banana Peel, Fire Flower",35,81,3.0,Super Mario Bros.
Luigi,Dino Buddies,Koopa Kingdom,Biddybuggy,Goomba,,C,C,13,Driver,-4.0,2.7,Yes,Yes,Super Mushroom,112,97,1.0,Mario Kart 8 Deluxe
,Sarasaland Stars,                  kOOPA kINGDOM         ,Mach 8,Goomba,A,C,C,18,Item Specialist,77.437,0.1,No,Yes,"Super Mushroom, Super Star",8,72,8.0,         Mario Tennis Aces                  
Daisy,Green Caps,Yoshi's Island,Mach 8,Shy Guy,D,S,S,9,Drifter,44.0,3.0,Yes,Yes,Banana Peel,484,80,0.0,                  Super Mario Odyssey                  
,Green Caps,Mushroom Kingdom,Scooter,Luma,D,B,C,27,Blocker,22.5,3.0,Yes,No,"Fire Flower, 1-Up Mushroom, Super Star",1,90,1.651,Mario Tennis Aces
Peach,Toad Brigade,Koopa Kingdom,Mach 8,Luma,D,A,S,23,Driver,-54.0,4.0,No,No,Banana Peel,63,75,9.0,                           Super Mario Bros.                  
Luigi,Dino Buddies,Star World,Scooter,lUMA,,D,B,11,Speedster,50.0,1.0,Yes,,"Banana Peel, Super Mushroom, Fire Flower",388,78,10.0,Super Mario Odyssey
,Sarasaland Stars,Star World,                  Comet Bike         ,gOOMBA,A,B,S,30,Blocker,149.0,5.0,Yes,Yes,"Green Shell, Super Mushroom, Banana Peel",470,30,4.0,Mario Strikers
Daisy,Koopa Clan,Donut Plains,Comet Bike,lUMA,C,B,S,11,Speedster,-96.0,5.109,No,No,"Green Shell, Red Shell",365,93,2.0,         Mario Kart 8 Deluxe                  
Mario,Koopa Clan,Mushroom Kingdom,Scooter,Luma,A,C,B,10,Driver,81.0,0.0,No,No,Red Shell,450,42,0.0,Mario Kart 8 Deluxe
Luigi,Tricksters,Star World,Standard Kart,pOLTERPUP,D,S,A,26,Driv\er,116.0,3.790616,Yes,No,"1-Up Mushroom, Super Star, Red Shell",334,50,1.0,Mario Strikers
Luigi,Sarasaland Stars,Yoshi's Island,Circuit Special,kOOPA tROOPA,,S,D,18,Blocker,74.0,3.0,Yes,Yes,"Green Shell, Banana Peel, Red Shell",33,77,9.0,Mario Party Superstars
Luigi,Mushroom Royalty,Star World,Comet Bike,yOSHI,A,S,S,30,Blocker,151.0,2.67,No,No,"Green Shell, Super Star, 1-Up Mushroom",442,38,1.0,Mario Kart 8 Deluxe
Peach,Sarasaland Stars,                  Koopa Kingdom                           ,Circuit Special,Luma,A,C,C,14,Drifter,128.0,0.0,Yes,Yes,"Red Shell, Green Shell",112,60,9.0,Super Mario Bros.
,Sarasaland Stars,                  Star World                           ,Standard Kart,Koopa Troopa,B,C,C,17,Item Specialist,77.4,5.0,No,No,"Red Shell, Super Mushroom",369,77,10.0,Mario Strikers
Yoshi,Mushroom Royalty,                  Toad Town                           ,Pipe Frame,Goomba,C,S,D,13,Blocker,-59.0,0.0,Yes,,"1-Up Mushroom, Green Shell, Super Star",144,32,4.0,Super Mario Bros.
Toad,TRICKSTERS,mUSHROOM kINGDOM,Standard Kart,Koopa Troopa,D,S,D,29,Driver],68.0,0.0,Yes,No,"Super Mushroom, Red Shell",24,30,4.0,Mario Strikers
Mario,SARASALAND STARS,Yoshi's Island,Circuit Special,Polterpup,,S,A,29,Driver,97.0,5.0,Yes,No,Banana Peel,468,48,2.0,Mario Tennis Aces
Luigi,Sarasaland Stars,Star World,Comet Bike,tOAD,A,D,D,25,Driver,85.0,2.0,No,Yes,"Fire Flower, Red Shell, Super Star",27,44,5.0,Mario Kart 8 Deluxe
Bowser,DINO BUDDIES,         Koopa Kingdom         ,Biddybuggy,Shy Guy,,A,C,17,Item Specialis{t,133.0,4.0,Yes,No,"Fire Flower, Super Mushroom",115,86,5.0,Super Mario World
Wario,,                           Mushroom Kingdom         ,                           Circuit Special         ,Yoshi,C,C,C,15,Driver,-95.0,0.0,Yes,Yes,"Super Mushroom, Banana Peel, Super Star",3,42,7.0,Super Mario World
Wario,SARASALAND STARS,Toad Town,Scooter,Shy Guy,S,C,C,16,Blocker,-60.0,1.0,Yes,Yes,"Super Mushroom, 1-Up Mushroom",92,56,6.0,Mario Strikers
Bowser hJr.,TRICKSTERS,sTAR wORLD,Biddybuggy,sHY gUY,A,C,C,25,Item Specialist,-40.0,0.0,Yes,No,"Banana Peel, Super Star",28,80,5.0,Mario Tennis Aces
,Toad Brigade,         Yoshi's Island                  ,Comet Bike,Toad,C,D,D,23,Blocker,-76.0,1.0,No,Yes,"1-Up Mushroom, Green Shell",111,68,10.0,                           Super Mario World         
,Mushroom Royalty,Star World,Pipe Frame,Polterpup,S,B,S,7,Driver,41.0,4.0,No,Yes,Banana Peel,288,83,4.0,Mario Tennis Aces
,Green Caps,Koopa Kingdom,Circuit Special,pOLTERPUP,A,C,D,26,Drifter,89.0,1.0,No,Yes,"Super Star, 1-Up Mushroom, Fire Flower",185,39,6.0,                  Super Mario Bros.                  
Wario,SARASALAND STARS,                  Star World                           ,Standard Kart,tOAD,B,D,A,6,Driver,3.0,1.0,No,Yes,1-Up Mushroom,352,92,5.0,Mario Strikers
,Green Caps,Donut Plains,Mach 8,lUMA,A,S,B,9,Blocker,-41.0,3.0,No,Yes,"Super Star, Fire Flower, Green Shell",160,92,4.0,Mario Kart 8 Deluxe
,Tricksters,Donut Plains,                  Circuit Special                           ,pOLTERPUP,C,B,A,16,Blocker,-99.0,0.0,Yes,Yes,"Super Star, Super Mushroom, Fire Flower",24,45,3.0,Super Mario World
,Tricksters,                  Yoshi's Island                  ,Mach 8,lUMA,B,C,B,9,Driver,-94.8,4.0,Yes,,"Red Shell, Super Star, Super Mushroom",210,74,1.0,Mario Tennis Aces
,Koopa Clan,         sTAR wORLD         ,Comet Bike,Yoshi,C,B,B,11,Item Specialist,187.0,0.0,No,Yes,"Super Star, Super Mushroom, 1-Up Mushroom",133,71,4.0,Super Mario World
Yoshi,Toad Brigade,Koopa Kingdom,Mach 8,Koopa Troopa,,A,B,17,Speedster,9.0,0.0,No,,"1-Up Mushroom, Banana Peel, Green Shell",183,78,3.0,Mario Strikers
,Tricksters,Koopa Kingdom,Standard Kart,Luma,B,A,S,15,Driver,76.0,3.0,No,No,"Super Mushroom, Red Shell",152,40,2.0,Mario Tennis Aces
Rosalina,SARASALAND STARS,Toad Town,Comet Bike,Toad,B,A,C,23,Speedster,-59.1,5.0,Yes,No,"1-Up Mushroom, Super Star, Green Shell",134,32,3.0,Super Mario Odyssey
,Tricksters,Donut Plains,Mach 8,Koopa Troopa,D,C,C,18,Drifter,97.462,1.419,No,Yes,"Green Shell, 1-Up Mushroom",409,74,10.0,Mario Tennis Aces
Mario,Sarasaland Stars,Koopa Kingdom,Circuit Special,gOOMBA,,B,C,9,Speedster,120.0,3.0,No,Yes,"1-Up Mushroom, Super Mushroom, Banana Peel",209,77,7.0,Super Mario Odyssey
Luigi,KOOPA CLAN,Toad Town,Standard Kart,Polterpup,,D,C,18,Blocker,159.0,0.0,No,No,"Fire Flower, 1-Up Mushroom",193,37,2.0,                  Super Mario World                           
Yoshi,Koopa Clan,dONUT pLAINS,Scooter,Goomba,S,S,D,10,Drifter,-99.0,5.0,No,No,"Super Mushroom, Fire Flower",52,36,1.0,Super Mario World
Daisy,Koopa Clan,Donut Plains,Scooter,sHY gUY,B,D,D,8,Driver,60.0,3.0,Yes,No,"Super Mushroom, Fire Flower, Super Star",473,92,9.0,Super Mario Bros.
Wario,DINO BUDDIES,Koopa Kingdom,Pipe Frame,pOLTERPUP,C,B,D,28,Drifter,-18.0,3.0,No,,Fire Flower,350,51,0.0,Super Mario World
Waluigi,,Toad Town,Comet Bike,Luma,C,A,B,12,Drifter,0.0,4.0,Yes,Yes,Super Star,281,67,7.0,                  Mario Strikers                  
Bowser Jr.,Koopa Clan,yOSHI'S iSLAND,Scooter,Goomba,B,S,A,11,Item Specialist,22.0,0.0,No,Yes,Green Shell,44,52,4.0,Super Mario Bros.
Wario,Toad Brigade,Yoshi's Island,Pipe Frame,Polterpup,,D,D,15,Blocker,15.1,1.139059,No,,"Fire Flower, Banana Peel",451,82,7.0,Mario Strikers
Bowser,Tricksters,                           Star World         ,Comet Bike,Yoshi,A,C,C,15,Blocke%r,-63.0,1.0,No,No,"Banana Peel, Fire Flower, 1-Up Mushroom",319,34,0.0,Super Mario Bros.
Yoshi,Tricksters,         Toad Town         ,Scooter,Koopa Troopa,,C,D,9,Blocker,-37.0,3.0,No,No,Green Shell,157,54,10.0,Super Mario Odyssey
Yoshi,Toad Brigade,kOOPA kINGDOM,Comet Bike,tOAD,A,D,D,27,Dr/iver,-34.0,2.66123,No,No,"Super Mushroom, Red Shell",44,34,1.0,Mario Kart 8 Deluxe
,Green Caps,Yoshi's Island,Circuit Special,Goomba,,C,S,10,Driver,-1.0,4.0,No,No,"1-Up Mushroom, Super Mushroom",99,62,5.0,                  Mario Tennis Aces         
Mario,Dino Buddies,         Yoshi's Island                           ,Pipe Frame,lUMA,S,B,S,25,Speedster,86.0,4.0,No,No,"Banana Peel, Fire Flower, Green Shell",104,49,4.0,Super Mario Bros.
Waluigi,Red Caps,Toad Town,Pipe Frame,sHY gUY,C,A,S,20,Speedster,-56.0,3.0,Yes,No,Green Shell,89,67,0.0,Mario Strikers
Mario,Toad Brigade,Mushroom Kingdom,Pipe Frame,Yoshi,,B,D,22,Blocker,7.0,2.0,No,No,"Fire Flower, Green Shell",461,28,4.0,                           Mario Party Superstars         
Bowser,Koopa Clan,Toad Town,Pipe Frame,Toad,D,B,B,29,Speedster,146.0,2.0,Yes,Yes,"Fire Flower, Banana Peel, Red Shell",100,42,2.0,Super Mario Bros.
Bowser,Green Caps,Yoshi's Island,                  Biddybuggy                           ,Yoshi,B,C,A,17,Item Specialist,136.0,2.0,No,Yes,"Fire Flower, 1-Up Mushroom",185,32,5.0,         Super Mario Bros.         
Bowser,Dino Buddies,Mushroom Kingdom,Biddybuggy,yOSHI,,S,S,6,Driver,8.848175,5.0,No,No,"Fire Flower, Super Mushroom",251,70,4.0,Mario Party Superstars
,GREEN CAPS,Toad Town,Biddybuggy,lUMA,D,B,A,19,Drifter,186.0,5.34,Yes,Yes,"Green Shell, Red Shell",121,95,2.0,         Mario Party Superstars                           
,Tricksters,                           Yoshi's Island         ,Standard Kart,tOAD,S,D,C,26,Blocker,42.3782,4.0,No,No,"Green Shell, 1-Up Mushroom",493,76,8.0,Mario Kart 8 Deluxe
Bowser Jr.,Koopa Clan,Mushroom Kingdom,Scooter,kOOPA tROOPA,A,B,B,28,Blocker,-87.0,1.0,Yes,Yes,"Banana Peel, 1-Up Mushroom, Fire Flower",156,96,5.248155,Super Mario World
,Mushroom Royalty,         Toad Town                           ,Mach 8,Luma,B,B,B,13,Blocker,-73.0,0.0,No,,"Super Star, Banana Peel",62,73,9.0,Mario Strikers
Luigi,SARASALAND STARS,Star World,Mach 8,Yoshi,D,A,B,17,Item Specialist,-56.0,2.0,Yes,No,"Banana Peel, Super Mushroom, Super Star",3,55,6.0,Mario Kart 8 Deluxe
Rosalina,Sarasaland Stars,Donut Plains,                           Mach 8                  ,Shy Guy,D,B,S,17,Speedster,173.0,3.0,Yes,No,"1-Up Mushroom, Super Star, Green Shell",290,52,3.0,Mario Strikers
Luigi,Koopa Clan,mUSHROOM kINGDOM,Comet Bike,kOOPA tROOPA,A,S,D,8,Sp'eedster,166.0,1.0,Yes,,1-Up Mushroom,55,30,7.0,                  Mario Kart 8 Deluxe         
Mario,Dino Buddies,Yoshi's Island,Mach 8,Shy Guy,C,C,B,28,Item Specialist,98.0,4.0,Yes,,"Super Mushroom, Banana Peel",392,94,3.0,Mario Party Superstars
DaisVy,Sarasaland Stars,Mushroom Kingdom,                           Biddybuggy         ,Yoshi,C,D,B,12,Drifter,-25.0,3.2698,Yes,,"Red Shell, 1-Up Mushroom, Green Shell",170,63,10.0,Mario Strikers
Peach,Tricksters,Toad Town,Standard Kart,Shy Guy,A,S,D,13,Blocker,64.0,5.0,No,Yes,"Green Shell, Super Star",170,99,1.0,Mario Tennis Aces
Daisy,Koopa Clan,Yoshi's Island,Pipe Frame,kOOPA tROOPA,S,S,S,10,Drifter,88.0,0.0,Yes,Yes,"1-Up Mushroom, Red Shell, Fire Flower",349,37,10.0,Super Mario Odyssey
Luigi,Toad Brigade,                           Toad Town                           ,Pipe Frame,lUMA,,S,D,12,Speedster,104.0,0.31,No,,Super Star,90,75,0.0,                  Mario Party Superstars         
,Sarasaland Stars,                           Donut Plains                  ,Standard Kart,pOLTERPUP,A,S,A,27,Drifter,112.0,5.8501,Yes,,"1-Up Mushroom, Fire Flower, Green Shell",297,78,6.0,Super Mario Bros.
,Sarasaland Stars,tOAD tOWN,Biddybuggy,Polterpup,B,C,D,20,Item Specialist<,-4.0,3.0,No,,Banana Peel,25,47,1.0,                  Super Mario Odyssey                  
Peach,Red Caps,Mushroom Kingdom,Mach 8,Toad,S,D,S,19,Driver,-6.0,2.0,No,,"Green Shell, Super Mushroom, Banana Peel",329,38,4.0,Mario Strikers
Bowser,Green Caps,                  Mushroom Kingdom         ,Comet Bike,gOOMBA,A,C,C,19,Item Specialist,137.0,5.0,No,Yes,"1-Up Mushroom, Super Mushroom",34,51,4.0,Super Mario Bros.
,Mushroom Royalty,         tOAD tOWN                  ,Biddybuggy,Toad,A,B,A,20,Drif`ter,-76.899,1.0,Yes,Yes,"Red Shell, Super Star",375,67,4.0,                  Mario Strikers                           
Rosalina,Mushroom Royalty,         sTAR wORLD         ,Circuit Special,Koopa Troopa,D,A,D,29,Driver,195.0,4.0,Yes,No,Green Shell,197,88,10.0,Mario Strikers
,Green Caps,                  Mushroom Kingdom         ,Comet Bike,sHY gUY,B,S,A,18,Speedster,60.0,2.0,No,,"Super Mushroom, Fire Flower",450,77,2.0,Super Mario Bros.
Bowser,Tricksters,                           Koopa Kingdom         ,Pipe Frame,yOSHI,A,S,A,12,Speedster,133.0,0.0,Yes,Yes,"Fire Flower, Red Shell",19,33,1.0,Mario Party Superstars
Waluigi,Green Caps,Donut Plains,Standard Kart,Toad,,B,C,12,Drifter,61.0,3.0,Yes,No,"1-Up Mushroom, Super Mushroom",141,29,3.0,Mario Tennis Aces
Bowser,Dino Buddies,Star World,Pipe Frame,tOAD,C,B,C,5,Drifter,-76.0,5.41024,Yes,No,Green Shell,192,89,6.0,Mario Strikers
Waluigi,Sarasaland Stars,                           Toad Town                           ,Scooter,Koopa Troopa,D,A,B,16,Item Specialist,81.0,2.8,No,No,Green Shell,238,92,10.0,Mario Tennis Aces
Bowser,Mushroom Royalty,Toad Town,Standard Kart,lUMA,A,A,S,25,Driver,66.0,5.0,No,,"Super Star, Fire Flower",96,29,7.0,Mario Party Superstars
Toadette,Tricksters,Star World,Standard Kart,gOOMBA,B,A,A,25,Spe`edster,-46.0,4.0,Yes,Yes,Red Shell,266,76,8.0,Mario Tennis Aces
Yoshi,Koopa Clan,                  Toad Town         ,Pipe Frame,Goomba,D,A,A,30,Drifter,-89.0,0.0,No,Yes,"Fire Flower, Super Mushroom, Red Shell",337,92,8.0,Super Mario Odyssey
Toad,Koopa Clan,                           Koopa Kingdom                           ,Circuit Special,Shy Guy,B,D,D,26,Blocker,-1.0,3.0,No,No,1-Up Mushroom,69,30,1.0,Mario Tennis Aces
Toad,Toad Brigade,Koopa Kingdom,Biddybuggy,sHY gUY,B,S,C,14,Speedster,177.04,4.0,Yes,,"Fire Flower, Super Mushroom",98,99,5.0,Super Mario Odyssey
Peacth,KOOPA CLAN,Donut Plains,                  Comet Bike                  ,Toad,A,B,B,9,Item Specialist,162.0,4.54715,Yes,Yes,"Banana Peel, Green Shell, Super Star",172,28,9.0,Mario Tennis Aces
Yoshi,Mushroom Royalty,dONUT pLAINS,Biddybuggy,Shy Guy,,C,C,5,Drift/er,54.0,2.657517,Yes,No,Super Mushroom,194,57,0.0,Super Mario Odyssey
Yoshi,RED CAPS,Yoshi's Island,Comet Bike,Koopa Troopa,C,C,C,11,Speedster,41.0,3.0,No,No,"1-Up Mushroom, Banana Peel",163,61,9.0,Mario Kart 8 Deluxe
,MUSHROOM ROYALTY,Yoshi's Island,Scooter,Goomba,,A,A,6,Item Speci?alist,89.0,1.0,No,No,"Super Star, Banana Peel, Green Shell",84,37,3.0,Mario Kart 8 Deluxe
Yoshi,KOOPA CLAN,Donut Plains,Standard Kart,Yoshi,D,D,B,14,Drifter,72.0,1.0,Yes,No,Green Shell,449,51,1.0,Super Mario World
Wario,Green Caps,Donut Plains,Mach 8,Yoshi,B,B,S,30,Blocker,186.0,4.0,Yes,Yes,"Super Star, Red Shell",232,99,0.0,Super Mario Bros.
,Green Caps,Star World,Circuit Special,Luma,D,D,A,14,Driver,-42.95,3.0,No,Yes,"Super Mushroom, Fire Flower, Banana Peel",269,71,5.0,Mario Strikers
,MUSHROOM ROYALTY,                  Toad Town                  ,Biddybuggy,Yoshi,C,C,C,27,Driver,185.0,4.0,No,Yes,"Banana Peel, Green Shell",358,55,2.0,Mario Kart 8 Deluxe
,Red Caps,Star World,                  Comet Bike                  ,tOAD,D,D,C,6,Blocker,-81.9176,3.6,Yes,Yes,Fire Flower,176,46,8.0,Mario Strikers
Toadette,Tricksters,Toad Town,Mach 8,Koopa Troopa,D,B,C,21,Blocker,59.31,3.0,No,Yes,"Super Star, 1-Up Mushroom, Green Shell",104,67,10.0,                  Mario Tennis Aces         
,Koopa Clan,                           Star World         ,Mach 8,Yoshi,D,S,S,10,Item Specialist,73.0,3.0,Yes,,"1-Up Mushroom, Banana Peel, Fire Flower",178,32,4.0,                  Mario Party Superstars         
,Red Caps,Donut Plains,Mach 8,Shy Guy,A,C,B,11,Speedster,128.0,1.0,No,No,"Red Shell, Banana Peel",278,48,1.0,Super Mario Odyssey
,Dino Buddies,         Mushroom Kingdom                  ,                           Scooter         ,gOOMBA,S,S,B,27,B~locker,69.0,0.0,No,Yes,Super Mushroom,254,50,9.0,Super Mario World
Daisy,Toad Brigade,Mushroom Kingdom,Mach 8,Koopa Troopa,B,D,B,29,Blocker,186.0,3.63494,Yes,Yes,Banana Peel,345,93,7.0,Super Mario Bros.
Luigi,Green Caps,                  Donut Plains         ,Mach 8,pOLTERPUP,B,B,D,28,Drifter,173.0,5.0,No,,"Banana Peel, Red Shell",114,53,9.0,Super Mario World
Mario,RED CAPS,                  Star World                  ,Comet Bike,tOAD,,B,S,19,Speedster,-97.0,2.0,No,No,"Banana Peel, Super Mushroom",89,68,0.0,Mario Tennis Aces
,MUSHROOM ROYALTY,                           Donut Plains         ,Standard Kart,Polterpup,,S,S,10,Speedster,79.0,5.0,Yes,Yes,"Red Shell, Super Mushroom, Banana Peel",81,47,10.0,Super Mario World
Bowser,Red Caps,                           Donut Plains                  ,         Biddybuggy         ,Koopa Troopa,,S,D,20,Speedster,97.0,0.0,No,No,Green Shell,60,80,5.0,Super Mario World
Bowser,GREEN CAPS,                  Yoshi's Island         ,Scooter,sHY gUY,,C,C,8,Speedster,115.0,4.0,Yes,Yes,"Red Shell, Super Star",376,53,1.0,Mario Party Superstars
,Koopa Clan,Koopa Kingdom,Comet Bike,Yoshi,,B,B,25,Item Specialist,153.7974,4.0,No,Yes,Super Star,48,86,10.0,                  Super Mario Bros.                  
